State,District,City,Population,Area (in km^2),Latitude,Longitude,Year,Annual_Rainfall_mm,Annual_Recharge_MCM,Annual_Extractable_MCM,Annual_Extraction_MCM,Stage_of_Extraction_pct,Category,Is_Saline,Groundwater_Level_m
Gujarat,Bharuch,Bharuch,169007,634.0,21.71,73.0,2012,1605,4700,4086.2371773648656,3309.6833340114654,80.99586955806161,Semi-Critical,0,6.46
Gujarat,Navsari ,Navsari,171109,0.0,20.95,72.93,2013,1063,516,363.63500035141857,248.26596682611165,68.27339683643936,Safe,1,8.91
Gujarat,Valsad,Valsad,139764,524.0,20.6,72.92,2021,424,3691,3247.0174383709664,2403.996546238339,74.03706915243508,Semi-Critical,0,7.02
Gujarat,Valsad,Vapi,163630,0.0,20.37,72.92,2020,2390,892,764.122596932475,828.4619130539379,108.42002531789392,Over-Exploited,0,22.3
Gujarat,Surat,Surat,4467797,326.515,21.17,72.83,2013,1603,924,791.0135076359171,913.4933742870834,115.48391594692471,Over-Exploited,0,40.19
Maharashtra,Nandurbar,Nandurbar,111037,1054.0,21.37,74.25,2012,1109,1071,847.802691578565,534.1268446420887,63.00131504036298,Safe,0,8.79
Maharashtra,Dhule,Dhule,375559,1972.0,20.9,74.77,2019,2279,4131,3220.53197303901,2450.039833536881,76.07562520874261,Semi-Critical,0,8.26
Maharashtra,Jalgaon,Bhusawal,187421,453.0,21.05,75.8,2012,1584,1620,1232.1446961419545,1417.0174033210403,115.00413934807759,Over-Exploited,0,32.88
Maharashtra,Jalgaon,Jalgaon,460228,822.0,21.0,75.56,2024,684,741,528.435978097037,287.0812591138057,54.32659224824559,Safe,1,11.46
Maharashtra,Akola,Akola,425817,1141.0,20.71,77.0,2012,462,4397,3278.6101786563586,1851.275006628609,56.46523696779649,Safe,0,6.69
Maharashtra,Amravati,Achalpur,112311,667.0,21.25,77.5,2013,1402,4595,3443.1287405448047,2113.9216038187833,61.39536924443605,Safe,0,10.01
Maharashtra,Amravati,Amravati,647057,904.0,20.94,77.78,2025,1061,2779,2214.35003534493,2029.7817098730857,91.66489838888123,Critical,0,46.34
Maharashtra,Wardha,Wardha,106444,775.0,20.73,78.6,2016,1892,1288,1094.1416791393085,662.3174278533394,60.53305897041983,Safe,0,41.43
Maharashtra,Wardha,Hinganghat,101805,911.0,20.55,78.84,2013,1366,1214,964.8410263350214,1136.2483797822442,117.76534670155134,Over-Exploited,0,19.0
Maharashtra,Nagpur,Nagpur,2405665,227.36,21.15,79.08,2018,1248,3349,2383.044212239708,1936.7004342146238,81.27001690809642,Semi-Critical,0,33.48
Maharashtra,Gondiya,Gondiya,132813,663.0,21.45,80.18,2010,1507,1275,1136.736399251992,967.4338039120519,85.10625722451164,Semi-Critical,1,27.79
Maharashtra,Chandrapur,Chandrapur,320379,1180.0,19.97,79.3,2017,1088,4526,4021.5540536439903,2705.1426962029086,67.26610310637845,Safe,0,34.5
Maharashtra,Yavatmal,Yavatmal,116551,1118.0,20.39,78.12,2025,547,2747,2354.2831350057354,1953.2832131984633,82.96721767043134,Semi-Critical,0,34.77
Maharashtra,Nanded,Nanded Waghala,550439,0.0,0.0,0.0,2016,741,578,519.1975054208239,500.1634875188323,96.3339542845908,Critical,0,32.18
Maharashtra,Parbhani,Parbhani,307170,1131.0,19.26,76.77,2011,1486,4426,3580.1757609947927,3672.630205052827,102.582399586783,Over-Exploited,0,14.77
Maharashtra,Jalna,Jalna,285577,1168.0,19.85,75.89,2017,2124,1355,1209.410222918619,1242.920147632309,102.77076578969391,Over-Exploited,0,3.87
Maharashtra,Aurangabad,Aurangabad,1175116,1306.0,19.9,75.35,2010,1783,2648,1893.640429510631,1712.8427971520023,90.45237788858617,Critical,0,23.87
Maharashtra,Nashik,Malegaon,481228,1818.0,20.56,74.53,2020,726,1531,1183.671445117632,1341.1611118000806,113.30518424956999,Over-Exploited,0,44.77
Maharashtra,Nashik,Nashik,1486053,891.0,20.0,73.79,2021,2192,3771,2809.6825523307025,3012.500872865274,107.21854931142767,Over-Exploited,0,29.34
Maharashtra,Thane,Vasai-Virar City,1222390,380.0,19.47,72.8,2018,2159,4076,3012.843130186257,3103.028613206276,102.99336802890377,Over-Exploited,0,41.95
Maharashtra,Thane,Mira-Bhayandar,809378,79.4,19.3,72.85,2018,1389,4682,3409.2478813431017,1837.3250455576126,53.89238651763224,Safe,1,49.6
Maharashtra,Thane,Thane,1841488,400.0,19.22,72.98,2011,1351,3956,3261.6536732070167,1646.530308120037,50.48145735537545,Safe,0,9.85
Maharashtra,Thane,Navi Mumbai,1120547,0.0,19.02,73.02,2016,1122,4006,3430.195070824741,2225.2124575446046,64.87130940368311,Safe,0,35.21
Maharashtra,Thane,Bhiwandi Nizampur,709665,0.0,19.29,73.06,2024,2479,907,739.8033296548533,713.5155396846353,96.44665157394165,Critical,0,34.37
Maharashtra,Thane,Kalyan-Dombivli,1247327,137.15,19.23,73.13,2023,828,3211,2342.0794520975483,1845.1797586749185,78.7838242217782,Semi-Critical,0,49.04
Maharashtra,Thane,Ulhasnagar,506098,13.0,19.22,73.15,2019,1900,3588,3093.6624173042587,2418.2675932697207,78.16843815095183,Semi-Critical,0,49.31
Maharashtra,Thane,Badlapur,174226,35.68,19.17,73.24,2012,685,2168,1793.3499610261924,2007.136683584697,111.92108217607296,Over-Exploited,0,34.96
Maharashtra,Thane,Ambarnath,253475,328.0,19.2,73.18,2016,2465,647,503.1286423728332,566.9726451445005,112.68939936922871,Over-Exploited,0,13.69
Maharashtra,Mumbai Suburban,Greater Mumbai,12478447,603.0,0.0,0.0,2021,1168,4827,4029.7053873105147,4579.448615351593,113.64226848375098,Over-Exploited,0,40.33
Maharashtra,Raigarh,Panvel,180020,613.0,18.98,73.1,2025,1794,4397,3306.4604387461472,2379.7080291837456,71.97146535605191,Semi-Critical,0,7.14
Maharashtra,Raigarh,Navi Mumbai Panvel Raigarh,195373,0.0,0.0,0.0,2019,593,2450,1884.1441821621631,1853.5062434664992,98.37390689174832,Critical,0,39.47
Maharashtra,Pune,Pimpri Chinchwad,1727692,181.0,18.62,73.8,2025,1387,865,764.2250508618343,527.4247426735341,69.01432268920587,Safe,0,45.69
Maharashtra,Pune,Pune,3124458,331.26,18.52,73.86,2018,1536,2174,1648.1113590659336,1043.9580412607302,63.34268831521148,Safe,0,20.38
Maharashtra,Ahmadnagar,Ahmadnagar,350859,39.3,19.08,74.73,2013,2101,4994,3965.2242822361472,2495.088513331976,62.92427201431584,Safe,0,32.27
Maharashtra,Bid,Bid,146709,45.0,18.99,75.76,2021,1346,3046,2674.4739809016523,1977.7075419183207,73.94753346045158,Semi-Critical,0,22.65
Maharashtra,Latur,Latur,382940,1009.0,18.41,76.58,2010,1230,1062,893.7200147968229,715.8432186165517,80.09703338458752,Semi-Critical,0,23.01
Maharashtra,Latur,Udgir,103550,736.0,18.39,77.11,2011,2320,4062,2893.9339009362043,3130.2653337178717,108.16644197385479,Over-Exploited,1,16.9
Maharashtra,Osmanabad,Osmanabad,111825,1347.0,18.19,76.04,2010,454,2989,2180.357759869968,1273.1627131297503,58.39237654308984,Safe,0,38.58
Maharashtra,Solapur,Barshi,118722,1542.0,18.23,75.68,2025,1199,1272,892.3949006923756,905.2883053677464,101.4448093176426,Over-Exploited,1,46.94
Maharashtra,Solapur,Solapur,951558,180.67,17.66,75.91,2023,1177,2537,2096.0297163622777,1827.7765633144227,87.20184399325137,Semi-Critical,0,47.16
Maharashtra,Satara,Satara,120195,911.0,17.69,74.0,2021,1881,3923,3097.344569577014,2172.9784452192416,70.15617398731948,Semi-Critical,0,10.39
Maharashtra,Kolhapur,Ichalkaranji,287353,49.84,16.71,74.46,2014,2301,3067,2229.264193543456,1883.6696343449196,84.49737091729772,Semi-Critical,0,43.99
Maharashtra,Kolhapur,Kolhapur,549236,66.82,16.69,74.24,2014,454,2073,1848.259486590137,1312.1892864200724,70.99594488439158,Semi-Critical,1,37.4
Maharashtra,Sangli,Sangli Miraj Kupwad,502793,0.0,16.86,74.56,2025,2223,4194,3380.078576445586,3100.4019809175493,91.72573686668142,Critical,0,14.14
Andhra Pradesh,Adilabad,Adilabad,117167,35.5,19.67,78.53,2020,1601,3791,2837.1034955963923,2280.1538248513016,80.36907459986709,Semi-Critical,0,5.23
Andhra Pradesh,Nizamabad,Nizamabad,311152,0.0,0.0,0.0,2016,1232,1746,1397.0107670472237,859.2787895233141,61.50838703552151,Safe,0,14.86
Andhra Pradesh,Karimnagar,Ramagundam,237559,93.87,18.75,79.47,2018,712,4219,3526.763636761884,2051.194481984394,58.160815218898776,Safe,0,45.79
Andhra Pradesh,Karimnagar,Jagtial,103930,45.0,18.8,78.93,2018,2258,4339,3103.460393357459,2739.3840742500074,88.26869774504911,Semi-Critical,0,32.39
Andhra Pradesh,Karimnagar,Karimnagar,283657,40.5,18.43,79.12,2012,2407,859,648.4941154252278,733.8937369509617,113.16891233002724,Over-Exploited,0,36.61
Andhra Pradesh,Hyderabad,GHMC,1730320,0.0,0.0,0.0,2012,2406,2876,2477.3665503564735,1835.159762369441,74.07703805903797,Semi-Critical,0,14.34
Andhra Pradesh,Hyderabad,GHMC,250932,0.0,0.0,0.0,2025,2190,3509,2778.8928060485873,2815.2965103799474,101.31000750558363,Over-Exploited,0,36.53
Andhra Pradesh,Hyderabad,GHMC,135370,0.0,0.0,0.0,2025,727,3493,2826.9387914237614,2716.866129995554,96.10629484578368,Critical,0,3.35
Andhra Pradesh,Hyderabad,Secunderabad,217910,64.5,17.45,78.5,2012,1687,1462,1149.9553990460488,1324.8503217756713,115.20884400166366,Over-Exploited,0,20.02
Andhra Pradesh,Hyderabad,GHMC,172542,0.0,0.0,0.0,2013,1511,4132,2928.6789126001795,3147.4123114064155,107.46867121093986,Over-Exploited,0,32.08
Andhra Pradesh,Hyderabad,GHMC,341099,0.0,0.0,0.0,2017,1711,2327,1706.0399475283004,1529.6758180847849,89.66236812338241,Semi-Critical,0,9.01
Andhra Pradesh,Hyderabad,GHMC,153558,0.0,0.0,0.0,2015,851,2113,1667.385896532323,1600.5593187091706,95.99213487638751,Critical,0,41.5
Andhra Pradesh,Hyderabad,GHMC,108062,0.0,0.0,0.0,2017,1923,2140,1587.531379194593,1792.1173840394335,112.88705266088243,Over-Exploited,0,13.28
Andhra Pradesh,Hyderabad,GHMC,189378,0.0,0.0,0.0,2010,564,2716,1928.3486083679372,1503.4623487765143,77.96631492108543,Semi-Critical,0,33.31
Andhra Pradesh,Hyderabad,GHMC,271385,0.0,0.0,0.0,2017,581,4812,4180.328436683475,3046.4406596401527,72.87562941004441,Semi-Critical,0,21.45
Andhra Pradesh,Hyderabad,GHMC,442229,0.0,0.0,0.0,2013,1309,877,786.001169615386,398.94885187514484,50.75677585446374,Safe,0,30.61
Andhra Pradesh,Hyderabad,GHMC,213359,0.0,0.0,0.0,2020,1222,4714,4047.575101604126,4365.656834473123,107.8585751934025,Over-Exploited,0,7.16
Andhra Pradesh,Hyderabad,GHMC,468158,0.0,0.0,0.0,2010,1343,4785,4166.572170071367,4419.426811581135,106.06864902823554,Over-Exploited,0,2.81
Andhra Pradesh,Hyderabad,GHMC,330193,0.0,0.0,0.0,2017,2401,869,650.3556252491024,372.73062102493355,57.3118162670106,Safe,0,45.66
Andhra Pradesh,Hyderabad,GHMC,237594,0.0,0.0,0.0,2013,2454,2696,2405.1700651967176,2173.7931060900596,90.38001667928901,Critical,0,14.94
Andhra Pradesh,Hyderabad,GHMC,345722,0.0,0.0,0.0,2015,729,4247,3140.168693362742,2589.97090869523,82.47871887168212,Semi-Critical,1,41.34
Andhra Pradesh,Rangareddy,GHMC,309320,0.0,0.0,0.0,2017,1174,1151,1024.7191423452937,597.5100089497244,58.3096366856378,Safe,0,49.97
Andhra Pradesh,Rangareddy,GHMC,567996,0.0,0.0,0.0,2013,546,1269,1140.7851368085585,1353.4249297445945,118.63977589425065,Over-Exploited,0,12.15
Andhra Pradesh,Rangareddy,GHMC,383654,0.0,0.0,0.0,2023,1314,2921,2460.4884631168416,1600.0239594859734,65.02871212243488,Safe,0,14.73
Andhra Pradesh,Rangareddy,GHMC,413571,0.0,0.0,0.0,2012,1971,1280,1147.1727953387065,627.5768532911097,54.706392606339286,Safe,1,33.82
Andhra Pradesh,Rangareddy,GHMC,105987,0.0,0.0,0.0,2025,1708,2216,1803.6200303041403,1652.8250692025708,91.63931656513367,Critical,0,48.34
Andhra Pradesh,Rangareddy,GHMC,384835,0.0,0.0,0.0,2023,481,4483,3370.8051627956825,3428.8055083262434,101.72066739931229,Over-Exploited,0,45.96
Andhra Pradesh,Rangareddy,GHMC,118577,0.0,0.0,0.0,2018,913,1811,1425.9799097880878,745.3745464813514,52.27104122330309,Safe,0,26.14
Andhra Pradesh,Rangareddy,GHMC,369034,0.0,0.0,0.0,2012,2320,3859,3159.410329925347,3036.516683571404,96.11023471089155,Critical,0,40.17
Andhra Pradesh,Rangareddy,GHMC,229823,0.0,0.0,0.0,2018,2339,1022,730.3378712783218,637.2959765459518,87.26043131660181,Semi-Critical,0,8.52
Andhra Pradesh,Mahbubnagar,Mahbubnagar,190400,0.0,16.75,78.0,2022,1145,1021,841.7824946348416,481.73992106294986,57.22855062125338,Safe,0,48.92
Andhra Pradesh,Nalgonda,Suryapet,106805,35.0,17.13,79.62,2011,1809,2820,2527.384299933934,1568.9160465375455,62.076671386245344,Safe,0,48.29
Andhra Pradesh,Nalgonda,Nalgonda,154326,105.0,17.05,79.27,2025,1106,1435,1059.0608954879299,950.594005294752,89.75820081212564,Semi-Critical,0,9.86
Andhra Pradesh,Nalgonda,Miryalaguda,104918,28.36,16.87,79.58,2023,870,2730,2343.7569334934574,1658.0916147724695,70.74503294593019,Semi-Critical,0,16.37
Andhra Pradesh,Warangal,Warangal,620116,406.87,18.0,79.59,2011,795,4540,4002.3721047518943,4630.02814083873,115.68210100559213,Over-Exploited,0,6.81
Andhra Pradesh,Khammam,Khammam,184210,93.45,17.25,80.17,2011,1955,4197,3730.0431170132933,4002.7770088328543,107.31181606388355,Over-Exploited,1,15.04
Andhra Pradesh,Srikakulam,Srikakulam,135367,136.0,18.3,83.9,2015,1204,3337,2976.6945023801954,3537.7926186355644,118.8497044559564,Over-Exploited,0,41.17
Andhra Pradesh,Vizianagaram,Vizianagaram,228720,140.0,18.11,83.4,2012,1333,4583,3686.069904852101,2513.050357662023,68.17695872652898,Safe,0,20.16
Andhra Pradesh,Visakhapatnam,GVMC,1730320,0.0,0.0,0.0,2025,1679,2961,2651.4617431125685,3125.5604511854676,117.88065429585839,Over-Exploited,0,6.24
Andhra Pradesh,East Godavari,Rajahmundry,341831,45.0,17.0,81.78,2022,2157,3743,3187.0224210608408,2555.5576187529887,80.18637088540905,Semi-Critical,0,18.43
Andhra Pradesh,East Godavari,Kakinada,312538,192.3,16.99,82.25,2018,1304,3859,2826.078014487687,2100.5196661840573,74.32631567196282,Semi-Critical,1,49.11
Andhra Pradesh,West Godavari,Tadepalligudem,104032,217.0,16.81,81.53,2013,1476,1185,942.5253252329088,504.48165561393336,53.52446688785473,Safe,0,32.22
Andhra Pradesh,West Godavari,Eluru,218020,235.0,16.7,81.1,2010,2290,2660,2244.1521852979063,1204.9653807623574,53.69356805017218,Safe,0,21.98
Andhra Pradesh,West Godavari,Bhimavaram,146961,194.0,16.54,81.52,2013,1923,4488,3363.612667479209,3311.1668123178597,98.44078791626583,Critical,0,9.99
Andhra Pradesh,Krishna,Vijayawada,1021806,61.88,16.52,80.63,2010,1787,4566,3781.209785616844,3102.6728092185613,82.05502961038195,Semi-Critical,0,49.34
Andhra Pradesh,Krishna,Gudivada,118167,117.0,16.44,80.99,2023,1703,2067,1722.4726380378725,1134.3604309586638,65.85651382252739,Safe,0,41.4
Andhra Pradesh,Krishna,Machilipatnam,169892,405.0,16.17,81.13,2014,992,538,394.1064924338017,366.4320249359418,92.97792144276629,Critical,0,15.51
Andhra Pradesh,Guntur,Mangalagiri,107197,141.0,16.43,80.55,2025,527,3044,2474.823938221238,1675.4574959238853,67.70006827750778,Safe,0,5.36
Andhra Pradesh,Guntur,Narasaraopet,117489,236.0,16.25,80.07,2013,1135,1756,1500.195371135687,1356.6900244297858,90.43422280410958,Critical,1,4.72
Andhra Pradesh,Guntur,Chilakaluripet,101398,15.0,16.09,80.17,2017,920,3490,2791.2291738460876,2097.458340778192,75.14461228878832,Semi-Critical,1,7.78
Andhra Pradesh,Guntur,Guntur,670073,193.0,16.31,80.44,2025,636,2696,1893.7260005656772,2038.5705853338293,107.64865586282733,Over-Exploited,0,29.88
Andhra Pradesh,Guntur,Tenali,164937,114.0,16.24,80.65,2017,1704,3968,2784.772929061326,2992.203180572185,107.44873125367454,Over-Exploited,0,46.58
Andhra Pradesh,Prakasam,Ongole,204746,204.0,15.51,80.05,2016,2181,3208,2474.6700270911597,2064.234319403057,83.41452786856809,Semi-Critical,0,25.84
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,547621,343.0,14.44,79.99,2012,1701,801,709.0762897627715,528.6684035789928,74.55733765345109,Semi-Critical,0,42.46
Andhra Pradesh,Y.S.R.,Proddatur,163970,21.06,14.75,78.55,2010,2451,1146,854.612717885147,644.2001081358512,75.37918575913662,Semi-Critical,0,23.4
Andhra Pradesh,Y.S.R.,Kadapa,318916,164.08,14.48,78.8,2025,841,2259,1867.9055146322282,1987.451781316582,106.40001679677525,Over-Exploited,0,36.01
Andhra Pradesh,Kurnool,Kurnool,424920,341.0,15.83,78.03,2010,2476,4851,3611.1580097466594,2635.154582430708,72.97256379583284,Semi-Critical,0,37.13
Andhra Pradesh,Kurnool,Adoni,184625,544.0,15.62,77.27,2025,1204,1097,838.474395731305,541.9408502942214,64.63415615947922,Safe,0,10.35
Andhra Pradesh,Kurnool,Nandyal,211424,222.0,15.48,78.48,2021,474,1161,1009.6153732054645,564.6595429247452,55.92818393127148,Safe,0,19.34
Andhra Pradesh,Anantapur,Guntakal,126270,402.0,15.17,77.37,2020,2489,4830,4085.0801532327687,3377.075240658995,82.66851846190859,Semi-Critical,0,32.59
Andhra Pradesh,Anantapur,Tadpatri,108171,361.0,14.92,78.02,2012,1779,1868,1343.2411700042155,1124.9543642568813,83.74924692438893,Semi-Critical,0,5.39
Andhra Pradesh,Anantapur,Anantapur,261004,278.0,14.69,77.6,2015,440,3081,2420.8661853318404,2635.4423160417023,108.8636097282035,Over-Exploited,0,19.35
Andhra Pradesh,Anantapur,Dharmavaram,121874,375.0,14.41,77.71,2016,2481,4368,3083.0827055205027,2019.0093919235835,65.48670875122447,Safe,0,27.67
Andhra Pradesh,Anantapur,Hindupur,151677,200.0,13.82,77.48,2015,2100,4037,3214.1707043672695,2464.2850454948157,76.66938915678799,Semi-Critical,0,49.82
Andhra Pradesh,Chittoor,Tirupati,293421,27.44,13.63,79.42,2023,1801,4808,4002.5965456517474,4266.3036854125285,106.58840172255837,Over-Exploited,0,24.78
Andhra Pradesh,Chittoor,Madanapalle,180180,347.0,13.55,78.5,2023,987,782,565.9338103307509,609.2484189820519,107.65365275242816,Over-Exploited,0,41.17
Andhra Pradesh,Chittoor,Chittoor,160722,177.0,13.22,79.1,2015,2022,4178,3165.9922549524986,2435.369108878658,76.92277531851377,Semi-Critical,0,22.74
Karnataka,Belgaum,Belgaum,490045,1032.0,15.85,74.5,2015,741,1986,1548.2207076494567,1271.6880779869678,82.13868163006765,Semi-Critical,0,40.23
Karnataka,Bagalkot,Bagalkot,111933,925.0,16.17,75.68,2022,2474,4582,4050.058230994804,2884.856978502513,71.2300123594498,Semi-Critical,0,30.58
Karnataka,Bijapur,Bijapur,327427,2648.0,16.83,75.73,2012,1045,4683,4208.382647445149,4851.374761413682,115.27884148935183,Over-Exploited,0,44.56
Karnataka,Bidar,Bidar,216020,908.0,17.92,77.52,2015,1130,960,680.6229694071582,396.8376552020562,58.305063601910625,Safe,0,21.73
Karnataka,Raichur,Raichur,234073,1546.0,16.2,77.36,2017,567,2825,2407.4694767748965,2777.3160027699955,115.3624596101029,Over-Exploited,0,31.01
Karnataka,Koppal,Gangawati,114642,1334.0,15.43,76.53,2020,1009,4254,3294.062835695114,3223.920762346197,97.87065162847401,Critical,0,32.24
Karnataka,Gadag,Gadag-Betigeri,172612,54.01,15.42,75.62,2020,2172,2968,2310.563179345819,2015.043319887398,87.21005068807118,Semi-Critical,1,22.03
Karnataka,Dharwad,Hubli-Dharwad,943788,0.0,0.0,0.0,2011,2440,2224,1892.2970601447557,989.4089813690911,52.28613425491471,Safe,1,8.93
Karnataka,Haveri,Ranibennur,106406,901.0,14.62,75.62,2014,854,1876,1657.7935973409574,1380.8050238760654,83.29173342754058,Semi-Critical,0,6.49
Karnataka,Bellary,Hospet,206167,934.0,15.27,76.38,2023,2108,3243,2886.872286394353,2267.4178361107183,78.54236735019127,Semi-Critical,0,2.8
Karnataka,Bellary,Bellary,410445,1689.0,15.1,76.92,2010,1101,1014,826.8404604485714,506.7317959328231,61.285316838258574,Safe,0,43.93
Karnataka,Chitradurga,Chitradurga,145853,1383.0,14.23,76.4,2021,1999,1202,927.2519266958409,889.6859120312663,95.94867224504597,Critical,0,13.35
Karnataka,Davanagere,Davanagere,434971,958.0,14.46,75.92,2024,529,2153,1846.2186363707904,2178.179150923608,117.98056351578003,Over-Exploited,1,12.15
Karnataka,Shimoga,Shimoga,322650,1114.0,13.93,75.57,2025,2245,2566,1925.0139098902125,1720.0618518438023,89.35321677451677,Semi-Critical,0,37.33
Karnataka,Shimoga,Bhadravati,151102,686.0,13.84,75.7,2010,1786,522,424.28932861021923,424.4281957541589,100.03272935107618,Over-Exploited,0,17.36
Karnataka,Udupi,Udupi,144960,939.0,13.34,74.74,2014,1092,2960,2284.2784492227247,1251.5911501566286,54.79153167962117,Safe,0,26.29
Karnataka,Chikmagalur,Chikmagalur,118401,1592.0,13.3,75.73,2021,1794,1804,1499.7124913938017,1188.3225333056696,79.23668970718964,Semi-Critical,1,9.8
Karnataka,Tumkur,Tumkur,302143,1028.0,13.33,77.1,2022,1193,3800,2842.703173799065,1652.892431452427,58.1450939615147,Safe,0,48.07
Karnataka,Bangalore,BBMP,8443675,0.0,0.0,0.0,2025,428,861,635.692305255537,590.5308707680066,92.89570848755572,Critical,0,42.88
Karnataka,Mandya,Mandya,137358,713.0,12.52,76.89,2012,548,4227,3735.179323875415,4321.369069168948,115.69375107499083,Over-Exploited,0,43.46
Karnataka,Hassan,Hassan,155006,933.0,13.01,76.1,2013,1719,1784,1285.1235540763946,1237.888083131996,96.3244412730147,Critical,0,21.53
Karnataka,Dakshina Kannada,Mangalore,499487,865.0,12.8,74.83,2012,2458,1014,812.4082636886442,449.8809336333021,55.37621338200951,Safe,0,38.59
Karnataka,Mysore,Mysore,920550,797.0,12.3,76.65,2025,1536,948,705.4736876497865,527.8822166858002,74.82663434895579,Semi-Critical,0,8.91
Karnataka,Gulbarga,Gulbarga,543147,1741.0,17.32,76.82,2010,586,2355,1666.8360127263893,1475.923892582334,88.5464365608596,Semi-Critical,1,2.41
Karnataka,Kolar,Kolar,138462,792.0,13.13,78.13,2025,1650,4062,2872.6616879799544,2247.126475328228,78.22454292932765,Semi-Critical,1,2.96
Karnataka,Kolar,Robertson Pet,162230,58.12,12.95,78.27,2010,1733,3020,2219.8339503519196,2405.302869048183,108.35508073326206,Over-Exploited,0,30.16
Kerala,Kasaragod,Kanhangad,125564,140.0,12.3,75.08,2021,497,3581,3127.4809278971975,3347.248084767536,107.02697032969924,Over-Exploited,0,23.86
Kerala,Kozhikode,Kozhikode,550440,1032.0,11.26,75.78,2021,454,1928,1458.5238036775413,1353.9209764929733,92.82817140722551,Critical,0,26.86
Kerala,Malappuram,Malappuram,101386,33.61,11.07,76.07,2023,1157,4467,3976.0402229919696,3027.43877950648,76.14205615928937,Semi-Critical,0,2.36
Kerala,Palakkad,Palakkad,130955,713.0,10.78,76.65,2022,805,1422,1160.8133801261265,787.8852054311449,67.8735461634271,Safe,0,22.29
Kerala,Thrissur,Thrissur,315957,630.0,10.53,76.21,2023,1712,3637,2863.4931616378003,1643.9658511563523,57.41120227491905,Safe,0,36.47
Kerala,Ernakulam,Kochi,601574,129.0,9.97,76.28,2014,2185,2659,2169.791242277216,1623.9333410121255,74.84283784405878,Semi-Critical,0,23.25
Kerala,Alappuzha,Alappuzha,240991,46.2,9.5,76.34,2015,1150,3047,2447.7759959568875,1931.8356368455418,78.92207620454037,Semi-Critical,0,37.15
Kerala,Kollam,Kollam,350131,380.0,8.89,76.61,2012,2162,3479,2963.256517364347,2883.4739398613915,97.30760475728515,Critical,0,13.18
Kerala,Thiruvananthapuram,Thiruvananthapuram,762535,308.0,8.52,76.94,2021,764,2781,2103.8243118941004,2021.1690035754793,96.07118770083014,Critical,0,41.03
Tamil Nadu,Thiruvallur,Avadi,345996,65.0,13.12,80.1,2018,2426,3149,2426.6511366298705,1332.4151660381585,54.90756977488799,Safe,0,30.24
Tamil Nadu,Thiruvallur,Ambattur,466205,180.0,13.08,80.15,2014,881,813,714.4797335919066,554.9232060682343,77.66815208018104,Semi-Critical,0,12.12
Tamil Nadu,Thiruvallur,Tiruvottiyur,249446,0.0,13.17,80.3,2017,553,3113,2768.3638250874424,1736.4429406626641,62.72452070521533,Safe,0,13.36
Tamil Nadu,Thiruvallur,Madavaram,119105,0.0,13.15,80.23,2022,1924,3583,3147.7072258168077,1919.3739528463177,60.9768893721764,Safe,0,32.15
Tamil Nadu,Chennai,Chennai,4646732,426.0,13.07,80.24,2010,1440,2756,2160.399734269271,2331.3122082515556,107.91115048160722,Over-Exploited,0,41.84
Tamil Nadu,Kancheepuram,Tambaram,174787,62.0,12.93,80.12,2023,2064,1537,1315.7843556243154,696.4981483046557,52.93406517013802,Safe,0,21.95
Tamil Nadu,Kancheepuram,Alandur,164430,89.0,13.0,80.2,2014,1640,3989,3172.3206480276162,2517.008068780536,79.3428013131485,Semi-Critical,0,14.4
Tamil Nadu,Kancheepuram,Pallavaram,215417,18.0,12.98,80.18,2024,460,3134,2505.6579793251767,1547.8515722187174,61.774255903656275,Safe,0,43.62
Tamil Nadu,Kancheepuram,Kancheepuram,164384,636.0,12.83,79.7,2012,1338,4483,3321.6161857807606,3705.3663268209752,111.55311509749319,Over-Exploited,0,34.12
Tamil Nadu,Vellore,Vellore,185803,877.0,12.93,79.15,2021,2039,2278,1863.9189661645803,1658.7543474130634,88.99283592925245,Semi-Critical,0,23.51
Tamil Nadu,Vellore,Ambur,114608,558.0,12.79,78.72,2010,2489,4395,3240.1134541251927,2144.846386126668,66.19664454637936,Safe,0,25.42
Tamil Nadu,Tiruvannamalai,Tiruvannamalai,145278,974.0,12.23,79.07,2013,424,1624,1244.4922142570244,1059.9329001046956,85.16991010164632,Semi-Critical,0,11.8
Tamil Nadu,Salem,Salem,829267,539.0,11.66,78.15,2024,1462,1197,1042.5942302678125,1055.147535836158,101.2040451792181,Over-Exploited,0,32.09
Tamil Nadu,Erode,Erode,157101,768.0,11.34,77.73,2022,530,2679,1986.2512185751762,2325.2697532161205,117.06826062436035,Over-Exploited,0,19.22
Tamil Nadu,Dindigul,Dindigul,207327,1139.0,10.37,77.97,2014,1652,1904,1359.8970749940431,889.7972509542503,65.43122029717932,Safe,0,49.79
Tamil Nadu,Tiruchirappalli,Tiruchirappalli,847387,71.0,10.8,78.68,2025,507,1543,1101.395743080315,1233.9236535331988,112.03272404905415,Over-Exploited,0,25.05
Tamil Nadu,Cuddalore,Cuddalore,173636,308.0,11.74,79.77,2016,571,2429,2157.33312006041,2489.590206821765,115.40128799172432,Over-Exploited,0,25.32
Tamil Nadu,Cuddalore,Neyveli,105731,0.0,11.53,79.48,2010,1858,1513,1212.4941245272512,1384.0552303524616,114.14943811724463,Over-Exploited,0,29.16
